molecule,logp,dataset_type
COC(=O)NC1=NCC(c2ccccc2Cl)N1C,2.08,train
COC(=O)NC1=NCC(c2ccccc2F)N1C,1.53,train
COC(=O)NCCn1c([N+](=O)[O-])cnc1C,0.02,train
COC(=O)NN,-0.87,train
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],-1.37,train
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.27,train
COC(=O)Nc1c(C(C)C)cccc1C(C)C,2.2,validation
COC(=O)Nc1c(C)cccc1C,1.69,train
COC(=O)Nc1ccc(C#N)cc1,1.82,test
COC(=O)Nc1ccc(F)cc1,1.95,train
COC(=O)Nc1cccc(C#N)c1,1.77,train
COC(=O)Nc1cccc(C(C)=O)c1,1.63,train
COC(=O)Nc1cccc(C(F)(F)F)c1,2.74,train
COC(=O)Nc1cccc(Cl)c1,2.58,train
COC(=O)Nc1cccc(OC)c1,1.92,validation
COC(=O)Nc1cccc2c1CC(O)C(OC)C(OC)C2,1.84,validation
COC(=O)Nc1cccc2c1CC(OC)C(OC)C(OC)C2,2.19,train
COC(=O)Nc1ccccc1C,1.69,train
COC(=O)Nc1ccccc1I,2.44,train
COC(=O)Nc1ccccc1OC,1.84,test
COC(=O)Nc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,1.82,train
COC(=O)Nc1nc2cc(C(=O)C3CC3)ccc2[nH]1,2.03,train
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,2.91,test
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2n1C(=O)OC,2.47,train
COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,2.53,train
COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1,1.63,train
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,3.85,train
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.83,train
COC(=O)Nc1nc2ccccc2[nH]1,1.52,train
COC(=O)Nc1nc2ccccc2n1C(=O)NCCCCCC#N,1.75,train
COC(=O)Nc1ncnc2nc[nH]c12,-0.05,validation
COC(=O)Nc1nonc1C,0.42,train
COC(=O)OC,0.23,validation
COC(=O)OC(=O)OC,-0.86,validation
COC(=O)OC(C)C(=O)OC,0.19,validation
COC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,9.6,train
COC(=O)OC1CCCCCCC1,3.49,train
COC(=O)OCSC(=S)N(C)Cc1ccccc1,1.94,test
COC(=O)Sc1ncc(C=C(C(=O)OC)C(=O)OC)n1C,0.49,test
COC(=O)[c-]1c(C)no[n+]1=O,0.69,test
COC(=O)c1[nH]cc(-c2ccc(Br)cc2)c1N1CCOCC1,3.8,train
COC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.5,test
COC(=O)c1[nH]cc(-c2ccccc2C)c1N1CCOCC1,2.8,validation
COC(=O)c1c(C(=O)O)ccc(OC)c1OC,1.01,train
COC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],1.18,train
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,3.89,train
COC(=O)c1c(C)[n-]o[n+]1=O,0.69,test
COC(=O)c1c(C)[nH]c(-c2cc(Cl)ccn2)c1C(=O)OC,2.63,train
COC(=O)c1c(C)[nH]c(-c2ccc(Cl)cn2)c1C(=O)OC,2.7,train
COC(=O)c1c(C)[nH]c(-c2ncccc2Cl)c1C(=O)OC,1.51,train
COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cl,2.7,train
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,6.86,test
COC(=O)c1c(C)ccc(C(C)C)c1CC(O)CN1CCN(C)CC1,2.61,train
COC(=O)c1c(C)ccc(C(C)C)c1CC(O)CN1CCOCC1,2.64,test
COC(=O)c1c(C)ccc(C(C)C)c1OCC(=O)NCCCN(C)C,3.06,train
COC(=O)c1c(C)ccc(C(C)C)c1OCC(=O)NCCN(C)C,2.57,train
COC(=O)c1c(C)ccc(C(C)C)c1OCC(=O)OC(C)CN(C)C,3.57,test
COC(=O)c1c(C)ccc(C(C)C)c1OCC(=O)OCCCN(C)C,3.64,validation
COC(=O)c1c(C)ccc(C(C)C)c1OCC(=O)OCCN(C)C,3.15,train
COC(=O)c1c(C)ccc(C(C)C)c1OCC(=O)OCCN1CCCCC1,4.51,test
COC(=O)c1c(C)ccc(C(C)C)c1OCC(=O)OCCN1CCOCC1,2.76,train
COC(=O)c1c(C)ccc(C(C)C)c1OCC(N)=O,2.41,validation
COC(=O)c1c(C)ccc(C(C)C)c1OCC(O)CN(C)C,2.56,train
COC(=O)c1c(C)ccc(C(C)C)c1OCC(O)CNC(C)C,3.26,train
COC(=O)c1c(C)ccc(C(C)C)c1OCCCN(C)C,4.1,train
COC(=O)c1c(C)ccc(C(C)C)c1OCCCN1CCN(CCO)CC1,2.71,train
COC(=O)c1c(C)ccc(C(C)C)c1OCCN(C)C,3.61,test
COC(=O)c1c(C)ccc(C(C)C)c1OCCN1CCCCC1,4.97,train
COC(=O)c1c(C)ccc(C(C)C)c1OCCN1CCOCC1,3.22,train
COC(=O)c1c(C)cccc1C,2.55,train
COC(=O)c1c(C)no[n+]1[O-],0.69,test
COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,4.6,test
COC(=O)c1c(Cl)cccc1Cl,2.79,train
COC(=O)c1c(Cl)cccc1[N+](=O)[O-],2.21,train
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-0.02,test
COC(=O)c1c(F)cccc1Cl,2.42,train
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(=O)N1CCOCC1,3.1,test
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(=O)c1ccccc1,5.5,train
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(C)=O,3.5,train
COC(=O)c1c(O)c2ccc(Cl)cc2[nH]c1=O,2.24,validation
COC(=O)c1c(O)cccc1OCC=Cc1ccc(F)c(-c2cc(C(=O)O)no2)c1,0.66,train
COC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.95,validation
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCC(F)(F)F,3.39,train
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCC=C(Cl)Cl,4.23,test
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCCCl,3.23,test
COC(=O)c1c(Oc2nc(OC)cc(OC)n2)cccc1C(C)=NOCc1ccccc1,4.01,train
COC(=O)c1c2ccccc2nc2ccccc12,3.15,train
COC(=O)c1c[nH]c(C)c1,1.96,validation
COC(=O)c1cc(=O)[nH]c(=O)[nH]1,0.63,train
COC(=O)c1cc(C(=O)OC)c(C(=O)OC)cc1C(=O)OC,1.33,train
COC(=O)c1cc(C(=O)OC)cc([N+](=O)[O-])c1,1.48,train
COC(=O)c1cc(C)ccc1C1=NC(=O)C(C)(C(C)C)N1,1.68,train
COC(=O)c1cc(C)ccc1C1=NC(C)(C(C)C)C(=O)N1,1.68,train
COC(=O)c1cc(C)ccc1C1NC(=O)C(C)(C(C)C)N1,1.89,test
COC(=O)c1cc(C)ccc1O,3.15,train
COC(=O)c1cc(C)co1,1.51,train
COC(=O)c1cc(Cl)cc(N)c1Cl,2.6,train
COC(=O)c1cc(Cl)ccc1Cl,3.12,test
COC(=O)c1cc(Cl)ccc1O,3.25,train
COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],2.29,train
COC(=O)c1cc(N)cc(C(=O)OC)c1,4.73,train
COC(=O)c1cc(NC(=O)Cn2c(C)nc3ccccc3c2=O)cc(C(=O)OC)c1,2.98,validation
COC(=O)c1cc(O)c(OC)c(O)c1,0.69,train
COC(=O)c1cc(OC(=O)N2CCCC2)c(Cl)cc1Cl,3.95,train
COC(=O)c1cc(OC)c(OC)c(OC)c1,1.34,test
COC(=O)c1cc(Oc2cc(C(F)(F)F)ccc2Cl)ccc1[N+](=O)[O-],4.21,train
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1Cl,5.04,train
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.26,validation
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],4.48,train
COC(=O)c1cc(S(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.65,train
COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,-0.3,train
COC(=O)c1cc(Sc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.76,train
COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.84,train
COC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O,1.18,train
COC(=O)c1cc2[nH]c(S(=O)Cc3ncccc3C)nc2cc1C,2.4,validation
COC(=O)c1cc2c([nH]c3ccccc32)c(C)n1,2.57,train
COC(=O)c1cc2ccc3cccc4ccc(c1)c2c34,4.85,train
COC(=O)c1cc2cccc3ccc4cccc1c4c32,4.73,train
COC(=O)c1cc2ccccc2[nH]1,2.45,train
COC(=O)c1cc2ccccc2c(=O)o1,1.35,train
COC(=O)c1cc2ccccc2cc1O,3.78,train
COC(=O)c1cc2ccccc2o1,2.53,train
COC(=O)c1cc2nc(S(=O)Cc3ncccc3C)[nH]c2cc1C,2.4,train
COC(=O)c1ccc(-c2ncc([N+](=O)[O-])n2C)cc1,1.63,validation
COC(=O)c1ccc(-n2sc3ccccc3c2=O)cc1,3.49,train
COC(=O)c1ccc(=O)oc1,-0.65,test
COC(=O)c1ccc(Br)cc1,2.95,validation
COC(=O)c1ccc(C(=O)O)cc1,1.71,train
COC(=O)c1ccc(C(=O)OC)c(N)c1,2.28,train
COC(=O)c1ccc(C(=O)OC)cc1,2.25,train
COC(=O)c1ccc(C(=O)OC)o1,0.79,train
COC(=O)c1ccc(C(C)n2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,1.3,train
COC(=O)c1ccc(C)c(N(CCCl)CCCl)c1,4.44,train
COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)c(=O)sn3C)c1,2.6,train
COC(=O)c1ccc(C)cc1,2.7,train
COC(=O)c1ccc(C)cc1C,2.92,train
COC(=O)c1ccc(C)cc1C1NC(=O)C(C)(C(C)C)N1,1.89,train
COC(=O)c1ccc(C)cc1O,3.15,train
COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,4.0,validation
COC(=O)c1ccc(CN(C)N=O)cc1,1.21,validation
COC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,2.29,validation
COC(=O)c1ccc(Cl)cc1[N+](=O)[O-],2.35,train
COC(=O)c1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,1.17,train
COC(=O)c1ccc(F)cc1,2.28,train
COC(=O)c1ccc(I)cc1,3.0,train
COC(=O)c1ccc(N)cc1O,1.73,train
COC(=O)c1ccc(N=NN(C)C)cc1,3.22,train
COC(=O)c1ccc(N=Nc2ccc(N)cc2N)cc1,1.96,train
COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,3.2,train
COC(=O)c1ccc(NC(C)=O)cc1,1.79,train
COC(=O)c1ccc(NC(C)=O)o1,0.06,train
COC(=O)c1ccc(O)c(Br)c1,2.89,train
COC(=O)c1ccc(O)c(Cl)c1,2.64,train
COC(=O)c1ccc(O)c(I)c1,3.16,validation
COC(=O)c1ccc(O)c(N)c1,1.47,train
COC(=O)c1ccc(O)c(OC)c1,1.82,validation
COC(=O)c1ccc(O)cc1O,2.12,train
COC(=O)c1ccc(OC)c(OC)c1,1.47,train
COC(=O)c1ccc(OC)cc1,2.27,test
COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.59,test
COC(=O)c1ccc(OP(=O)(NC(C)C(=O)OC)OCC2C=CC(n3cc(C)c(=O)[nH]c3=O)O2)cc1,1.01,train
COC(=O)c1ccc(S(N)(=O)=O)cc1,0.64,test
COC(=O)c1ccc([N+](=O)[O-])cc1C(=O)O,1.18,train
COC(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.84,train
COC(=O)c1ccc2[nH]ccc2c1,2.58,train
COC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.83,train
COC(=O)c1ccc2c(c1)OCO2,1.89,train
COC(=O)c1ccc2ccc3cccc4ccc1c2c34,4.73,train
COC(=O)c1ccc2ccccc2c1,3.0,train
COC(=O)c1ccc2nc3ccccc3c(N)c2c1,2.24,train
COC(=O)c1ccc[nH]1,1.17,train
COC(=O)c1cccc(-n2c(O)ccc2O)c1,0.36,test
COC(=O)c1cccc(Br)c1,2.72,test
COC(=O)c1cccc(C(=O)O)c1,1.83,validation
COC(=O)c1cccc(C(=O)OC)c1,1.66,train
COC(=O)c1cccc(C)c1,2.77,train
COC(=O)c1cccc(C)c1O,3.15,train
COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,3.56,train
COC(=O)c1cccc(Cl)c1,2.85,train
COC(=O)c1cccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)c1,1.1,validation
COC(=O)c1cccc(I)c1,3.0,test
COC(=O)c1cccc(N)c1,1.31,train
COC(=O)c1cccc(N2C(=O)CC=C2O)c1,0.36,train
COC(=O)c1cccc(N2C(=O)CCC2=O)c1,0.36,test
COC(=O)c1cccc(N=NN(C)C)c1,3.12,train
COC(=O)c1cccc(NC(C)=O)c1,1.46,train
COC(=O)c1cccc(O)c1,1.89,train
COC(=O)c1cccc(OC)c1,1.91,train
COC(=O)c1cccc(Oc2ccccc2)c1,3.88,train
COC(=O)c1cccc([N+](=O)[O-])c1,1.89,train
COC(=O)c1cccc([N+](=O)[O-])c1Br,2.54,train
COC(=O)c1cccc2ccccc12,3.0,train
COC(=O)c1ccccc1,2.12,train
COC(=O)c1ccccc1Br,2.72,train
COC(=O)c1ccccc1C,2.75,train
COC(=O)c1ccccc1C(=O)O,1.13,train
COC(=O)c1ccccc1CS(=O)(=O)N=C=O,1.89,validation
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,2.18,validation
COC(=O)c1ccccc1CS(=O)(=O)Nc1nc(OC)cc(OC)n1,2.4,train
COC(=O)c1ccccc1Cl,2.38,train
COC(=O)c1ccccc1F,1.82,test
COC(=O)c1ccccc1I,2.74,train
COC(=O)c1ccccc1N,1.88,validation
COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,6.35,train
COC(=O)c1ccccc1N=NN(C)C,2.51,test
COC(=O)c1ccccc1NC(=S)c1ccc(O)cc1O,2.92,test
COC(=O)c1ccccc1NC(C)=O,1.65,validation
COC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,6.32,train
COC(=O)c1ccccc1Nc1cccc(C)c1C,5.57,test
COC(=O)c1ccccc1OC,2.04,train
COC(=O)c1ccccc1OC(C)=O,1.46,train
COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-2.22,validation
COC(=O)c1ccccc1OCC(O)CN1CCN(c2ccc(C)c(C)c2)CC1,3.37,train
COC(=O)c1ccccc1S(=O)(=O)N=C(O)N=c1nc(C)[nH]c(OC)n1,2.2,train
COC(=O)c1ccccc1S(=O)(=O)N=C(O)N=c1nc(C)nc(OC)[nH]1,2.2,train
COC(=O)c1ccccc1S(=O)(=O)N=C(O)N=c1nc(OC)nc(C)[nH]1,2.2,test
COC(=O)c1ccccc1S(=O)(=O)N=C(O)Nc1nc(C)nc(OC)n1,2.2,test
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,0.7799999999999999,validation
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)[nH]c(OC)n1,2.2,validation
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(C)nc(OC)[nH]1,2.2,test
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(OC)nc(C)[nH]1,2.2,train
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,1.2,test
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC(F)F)cc(OC(F)F)n1,2.41,train
COC(=O)c1ccccc1S(=O)(=O)NC(O)=Nc1nc(C)nc(OC)n1,2.2,validation
COC(=O)c1ccccc1S(=O)(O)=NC(=O)N=c1nc(C)[nH]c(OC)n1,2.2,test
COC(=O)c1ccccc1S(=O)(O)=NC(=O)N=c1nc(C)nc(OC)[nH]1,2.2,validation
COC(=O)c1ccccc1S(=O)(O)=NC(=O)N=c1nc(OC)nc(C)[nH]1,2.2,train
COC(=O)c1ccccc1S(=O)(O)=NC(=O)Nc1nc(C)nc(OC)n1,2.2,train
COC(=O)c1ccccc1S(=O)(O)=NC(O)=Nc1nc(C)nc(OC)n1,2.2,test
COC(=O)c1ccccc1S(N)(=O)=O,0.01,train
COC(=O)c1ccccc1[N+](=O)[O-],1.66,validation
COC(=O)c1ccccn1,0.36,train
COC(=O)c1cccn1C,1.8,validation
COC(=O)c1cccnc1,0.83,validation
COC(=O)c1cccnn1,-0.43,validation
COC(=O)c1ccco1,1.0,train
COC(=O)c1cccs1,1.83,train
COC(=O)c1ccnnc1,-0.27,train
COC(=O)c1ccoc1,1.28,test
COC(=O)c1ccsc1,1.76,train
COC(=O)c1ccsc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,1.3,train
COC(=O)c1cnc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)n1,3.41,train
COC(=O)c1cnc(C)cn1,0.17,train
COC(=O)c1cnc(Cl)cn1,0.47,train
COC(=O)c1cnc([N+](=O)[O-])n1C,0.51,train
COC(=O)c1cnc2ccccc2c1,2.25,train
COC(=O)c1cnc2n(c1=O)C(C(C)C)CCC2,0.99,train
COC(=O)c1cnc2n(c1=O)CCCC2,-0.25,validation
COC(=O)c1cncc(C)n1,0.1,train
COC(=O)c1cncc(Cl)n1,0.47,train
COC(=O)c1cncc(N(C)C)n1,0.9,train
COC(=O)c1cncc(OC)n1,0.69,train
COC(=O)c1cncn1C(C)c1ccccc1,2.57,train
COC(=O)c1nc(NCC(O)CO)cnc1[N+](=O)[O-],-0.1,validation
COC(=O)c1nc2c(NC(C)CO)nc(SCc3cccc(F)c3F)nc2[nH]c1=O,2.49,test
COC(=O)c1ncccn1,-0.71,train
COC(=O)c1no[n+]([O-])c1C,0.56,train
COC(=O)c1sccc1N,0.73,train
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,1.56,train
COC(=O)c1sccc1S(N)(=O)=O,0.03,train
COC(=O)n1c(-c2cscn2)nc2ccccc21,2.05,train
COC(=O)n1cc(CC(NC(=O)CC2NC(=O)C3C4CCC(CC4)N3C2=O)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,4.05,train
COC(=O)n1cc(F)c(=O)[nH]c1=O,-0.68,test
COC(=O)n1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N2CCCC2C(N)=O)c1,-1.88,test
COC(=O)n1cnc2c1c(=O)n(C)c(=O)n2C,-0.56,train
COC(=S)CC(O)CF,0.31,train
COC(=S)CCCF,1.85,train
COC(=S)SSC(=S)OC,1.07,train
COC(C(=O)CC(=O)O)c1cccc2ccccc12,1.56,train
COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,2.0,train
COC(C(=O)c1ccccc1)c1ccccc1,2.54,train
COC(C)(C(=O)O)c1ccccc1,1.64,train
COC(C)(C)C,0.94,validation
COC(C)(C)CC(C)=O,0.36,train
COC(C)(C)CC(C)O,0.87,train
COC(C)(C)CCCC(C)C(C)O,2.76,train
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,5.5,train
COC(C)(C)CCCC(C)CCCc1ccc(C(C)C)cc1,7.96,train
COC(C)(C)CCO,0.18,test
COC(C)(C)OC,1.38,train
COC(C)(C)c1cnc([N+](=O)[O-])n1C,1.08,train
COC(C)(C=O)CC(C)C=O,-0.15,validation
COC(C)(N)CC(C)O,0.17,validation
COC(C)(OC)OC,1.13,test
COC(C)=NC#N,1.41,train
COC(C)C(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.33,validation
COC(C)C(C)Cl,1.65,test
COC(C)C(N)C(=O)O,-3.34,train
COC(C)C(NC(=O)C1CCCN1C)C1OC(SCCOC(=O)c2ccccc2O)C(O)C(O)C1O,2.45,train
COC(C)C(NC=O)C(=O)O,-1.82,train
COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,0.41,train
COC(C)C=O,-0.51,validation
COC(C)CC(=O)O,0.23,train
COC(C)CC(CC(OC)OC)OC,0.51,train
COC(C)CC(OC)OC,0.37,train
COC(C)CC=O,-0.02,train
COC(C)CCO,0.0,train
COC(C)CCOC(C)=O,1.01,train
COC(C)CO,-0.49,validation
COC(C)COCC(C)O,-0.35,validation
COC(C)OC,0.22,validation
COC(C1=NCCCN1)c1ccc2ccccc2c1,3.17,validation
COC(C=CC(OC)OC)OC,-0.11,train
COC(C=Cc1ccccc1)OC,2.21,train
COC(CBr)OC,0.57,train
COC(CC(=O)O)c1ccccc1,1.45,test
COC(CC(C)=O)OC,-0.84,train
COC(CC(OC)OC)OC,-0.39,train
COC(CCl)OC,0.48,train
COC(CI)C(CI)OC,2.14,train
COC(CN(C)C(=O)Nc1nnc(C(C)(C)C)s1)OC,0.83,train
COC(CN(C)C)c1ccccc1,1.4,train
COC(CN1CCCC1)c1ccccc1,1.88,train
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,2.14,test
COC(CNC(=O)N(CCCl)N=O)n1c(=O)[nH]cc(F)c1=O,-0.54,train
COC(CNCc1ccccc1)c1cccc(C(F)(F)F)c1,3.86,test
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,-0.15,train
COC(Cc1ccccc1)OC,1.93,train
COC(Cn1c(=O)[nH]c2c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c3ccccc3)cc2c1=O)OC,1.56,train
COC(F)(Br)C(Br)(C(F)(F)F)C(F)(F)F,3.48,test
COC(F)(C(F)(F)F)C(F)(F)F,2.41,train
COC(F)(C(F)=C(F)F)C(F)(F)F,2.38,train
COC(F)(F)C(Cl)Cl,2.21,train
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.93,train
COC(F)(F)C(F)(F)C(F)(F)F,2.96,train
COC(F)(F)C(F)(F)F,2.0,train
COC(F)(F)C(F)Cl,1.7,train
COC(F)(F)C(F)F,1.39,train
COC(F)(F)F,1.03,train
COC(F)C(F)(C(F)(F)F)C(F)(F)F,2.07,train
COC(N)(OC)OC,-1.56,validation
COC(O)=NC1=NCC(c2ccccc2F)N1C,1.53,train
COC(O)=NCCn1c([N+](=O)[O-])cnc1C,0.02,train
COC(O)=Nc1c(C)cccc1C,1.69,train
COC(O)=Nc1cccc(OC)c1,1.92,test
COC(O)C(F)(F)F,-0.56,train
COC(O)Cn1c(Br)cnc1[N+](=O)[O-],0.16,train
COC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br,1.02,validation
COC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O,-0.56,test
COC(OC)(OC)OC,-0.13,train
COC(OC)(OC)c1ccccc1,2.27,test
COC(OC)C(C)c1ccccc1,2.35,train
COC(OC)c1ccccc1,1.44,train
COC1(C(F)(F)F)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.06,train
COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,4.19,train
COC1(C)CCC23CC1C(C)(C)C2CCC3C,5.03,train
COC1(C)CCCCCCCCCCC1,5.74,train
COC1(C)COC(C)(OC)CO1,1.33,train
COC1(Cl)CCC(Cl)C(Cl)C1(Cl)OC,2.82,train
COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,-0.58,train
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(CSc3nnnn3C)CSC21,2.31,train
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,-0.6,train
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,-0.02,train
COC1(O)OCC(O)C(O)C1O,-1.55,train
COC1(OC)C(Cl)=C(Cl)C(Cl)=C1Cl,3.79,validation
COC1(OC)C(N2CCOCC2)=NC(=O)N1c1ccc(Cl)cc1,1.7,validation
COC1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1,3.52,validation
COC1(c2ccc(C)cc2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1,5.5,test
COC1(c2ccc(F)cc2)CCC(NCCCOc2ccc(F)cc2)CC1,5.55,train
COC1(c2ccc(NC(=O)c3cc(=O)c4cc(F)cc(-c5c(C)nn(C)c5C)c4o3)cn2)CCOCC1,2.98,train
COC1(c2cccc(C(F)(F)F)c2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1,5.91,train
COC1(c2cccc(C)c2)CCC(N2CCCCC2)CC1,5.05,train
COC1(c2cccc(C)c2)CCC(NCCCC(=O)c2ccc(F)cc2)CC1,5.5,train
COC1(c2ccccc2C)CCC(NCCCC(=O)c2ccc(F)cc2)CC1,5.5,validation
COC12C(COC(=N)O)=C3C(=O)C(=N)C(C)=C(O)C3N1CC1C2N1COC(=O)c1ccccc1,1.26,validation
COC12C(COC(=N)O)=C3C(=O)C(=N)C(C)C(=O)C3N1CC1C2N1COC(=O)c1ccccc1,1.26,train
COC12C(COC(=N)O)=C3C(=O)C(=N)C(C)C(O)=C3N1CC1C2N1COC(=O)c1ccccc1,1.26,train
COC12C(COC(=N)O)=C3C(=O)C(=Nc4nc(C)c(C)s4)C(C)=C(O)C3N1CC1NC12,1.29,test
COC12C(COC(=N)O)=C3C(=O)C(=Nc4nc(C)c(C)s4)C(C)C(O)=C3N1CC1NC12,1.29,train
COC12C(COC(=N)O)=C3C(=O)C(N)=C(C)C(=O)C3N1CC1C2N1COC(=O)c1ccccc1,1.26,train
COC12C(COC(=N)O)=C3C(=O)C(N)=C(C)C(O)=C3N1CC1C2N1COC(=O)c1ccccc1,1.26,train
COC12C(COC(=N)O)=C3C(=O)C(N=c4[nH]c(C)c(C)s4)=C(C)C(O)=C3N1CC1NC12,1.29,test
COC12C(COC(=N)O)=C3C(=O)C(Nc4nc(C)c(C)s4)=C(C)C(O)=C3N1CC1NC12,1.29,train
COC12C(COC(=N)O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1COC(=O)c1ccccc1,1.26,train
